Epoch: 001, Loss: 4.0040, AUC: 0.7791, AP: 0.7574
Epoch: 002, Loss: 2.9098, AUC: 0.7901, AP: 0.7709
Epoch: 003, Loss: 2.8451, AUC: 0.7943, AP: 0.7722
Epoch: 004, Loss: 2.8037, AUC: 0.8009, AP: 0.7806
Epoch: 005, Loss: 2.7770, AUC: 0.7880, AP: 0.7565
Epoch: 006, Loss: 2.7597, AUC: 0.7943, AP: 0.7645
Epoch: 007, Loss: 2.7427, AUC: 0.7968, AP: 0.7654
Epoch: 008, Loss: 2.7350, AUC: 0.8070, AP: 0.7851
Epoch: 009, Loss: 2.7296, AUC: 0.8080, AP: 0.7836
Epoch: 010, Loss: 2.7248, AUC: 0.8034, AP: 0.7755
Epoch: 011, Loss: 2.7149, AUC: 0.8165, AP: 0.7954
Epoch: 012, Loss: 2.7124, AUC: 0.8050, AP: 0.7748
Epoch: 013, Loss: 2.7100, AUC: 0.8121, AP: 0.7909
Epoch: 014, Loss: 2.7088, AUC: 0.8150, AP: 0.7951
Epoch: 015, Loss: 2.7088, AUC: 0.8075, AP: 0.7762
Epoch: 016, Loss: 2.7070, AUC: 0.8127, AP: 0.7861
Epoch: 017, Loss: 2.7023, AUC: 0.8211, AP: 0.8006
Epoch: 018, Loss: 2.7042, AUC: 0.8184, AP: 0.7969
Epoch: 019, Loss: 2.7008, AUC: 0.8163, AP: 0.7934
Epoch: 020, Loss: 2.6995, AUC: 0.8241, AP: 0.8058
Epoch: 021, Loss: 2.6998, AUC: 0.8224, AP: 0.8038
Epoch: 022, Loss: 2.6977, AUC: 0.8123, AP: 0.7832
Epoch: 023, Loss: 2.6994, AUC: 0.8198, AP: 0.8009
Epoch: 024, Loss: 2.6990, AUC: 0.8260, AP: 0.8076
Epoch: 025, Loss: 2.6949, AUC: 0.8274, AP: 0.8110
