Epoch: 001, Loss: 1.3205, AUC: 0.9222, AP: 0.9005
Epoch: 002, Loss: 0.9749, AUC: 0.9512, AP: 0.9362
Epoch: 003, Loss: 0.9420, AUC: 0.9610, AP: 0.9489
Epoch: 004, Loss: 0.9267, AUC: 0.9680, AP: 0.9581
Epoch: 005, Loss: 0.9131, AUC: 0.9717, AP: 0.9611
Epoch: 006, Loss: 0.9025, AUC: 0.9740, AP: 0.9646
Epoch: 007, Loss: 0.8975, AUC: 0.9745, AP: 0.9653
Epoch: 008, Loss: 0.8899, AUC: 0.9772, AP: 0.9692
Epoch: 009, Loss: 0.8905, AUC: 0.9791, AP: 0.9719
Epoch: 010, Loss: 0.8871, AUC: 0.9792, AP: 0.9719
Epoch: 011, Loss: 0.8834, AUC: 0.9802, AP: 0.9734
Epoch: 012, Loss: 0.8815, AUC: 0.9806, AP: 0.9738
Epoch: 013, Loss: 0.8783, AUC: 0.9805, AP: 0.9726
Epoch: 014, Loss: 0.8763, AUC: 0.9807, AP: 0.9734
Epoch: 015, Loss: 0.8745, AUC: 0.9808, AP: 0.9728
Epoch: 016, Loss: 0.8730, AUC: 0.9818, AP: 0.9744
Epoch: 017, Loss: 0.8713, AUC: 0.9825, AP: 0.9759
Epoch: 018, Loss: 0.8685, AUC: 0.9812, AP: 0.9737
Epoch: 019, Loss: 0.8684, AUC: 0.9833, AP: 0.9767
Epoch: 020, Loss: 0.8664, AUC: 0.9827, AP: 0.9756
Epoch: 021, Loss: 0.8671, AUC: 0.9827, AP: 0.9752
Epoch: 022, Loss: 0.8659, AUC: 0.9829, AP: 0.9755
Epoch: 023, Loss: 0.8661, AUC: 0.9830, AP: 0.9756
Epoch: 024, Loss: 0.8635, AUC: 0.9830, AP: 0.9766
Epoch: 025, Loss: 0.8631, AUC: 0.9839, AP: 0.9778
