Epoch: 001, Loss: 3.5871, AUC: 0.7845, AP: 0.7581
Epoch: 002, Loss: 2.6448, AUC: 0.8065, AP: 0.7781
Epoch: 003, Loss: 2.6131, AUC: 0.8121, AP: 0.7883
Epoch: 004, Loss: 2.5951, AUC: 0.8135, AP: 0.7868
Epoch: 005, Loss: 2.5782, AUC: 0.8115, AP: 0.7812
Epoch: 006, Loss: 2.5653, AUC: 0.8148, AP: 0.7831
Epoch: 007, Loss: 2.5573, AUC: 0.8160, AP: 0.7848
Epoch: 008, Loss: 2.5559, AUC: 0.8141, AP: 0.7785
Epoch: 009, Loss: 2.5463, AUC: 0.8243, AP: 0.7952
Epoch: 010, Loss: 2.5454, AUC: 0.8158, AP: 0.7827
Epoch: 011, Loss: 2.5420, AUC: 0.8199, AP: 0.7931
Epoch: 012, Loss: 2.5384, AUC: 0.8183, AP: 0.7834
Epoch: 013, Loss: 2.5376, AUC: 0.8226, AP: 0.7928
Epoch: 014, Loss: 2.5368, AUC: 0.8249, AP: 0.7935
Epoch: 015, Loss: 2.5239, AUC: 0.8229, AP: 0.7958
Epoch: 016, Loss: 2.5238, AUC: 0.8211, AP: 0.7903
Epoch: 017, Loss: 2.5227, AUC: 0.8235, AP: 0.7955
Epoch: 018, Loss: 2.5246, AUC: 0.8296, AP: 0.7993
Epoch: 019, Loss: 2.5202, AUC: 0.8270, AP: 0.7993
Epoch: 020, Loss: 2.5065, AUC: 0.8307, AP: 0.8027
Epoch: 021, Loss: 2.5092, AUC: 0.8192, AP: 0.7814
Epoch: 022, Loss: 2.5028, AUC: 0.8214, AP: 0.7843
Epoch: 023, Loss: 2.4955, AUC: 0.8311, AP: 0.8014
Epoch: 024, Loss: 2.4919, AUC: 0.8282, AP: 0.7982
Epoch: 025, Loss: 2.4893, AUC: 0.8328, AP: 0.8086
