Epoch: 001, Loss: 1.3877, AUC: 0.9205, AP: 0.8991
Epoch: 002, Loss: 1.0690, AUC: 0.9404, AP: 0.9223
Epoch: 003, Loss: 1.0369, AUC: 0.9455, AP: 0.9294
Epoch: 004, Loss: 1.0202, AUC: 0.9542, AP: 0.9382
Epoch: 005, Loss: 1.0068, AUC: 0.9613, AP: 0.9465
Epoch: 006, Loss: 0.9993, AUC: 0.9644, AP: 0.9507
Epoch: 007, Loss: 0.9937, AUC: 0.9657, AP: 0.9525
Epoch: 008, Loss: 0.9870, AUC: 0.9648, AP: 0.9515
Epoch: 009, Loss: 0.9812, AUC: 0.9699, AP: 0.9565
Epoch: 010, Loss: 0.9769, AUC: 0.9705, AP: 0.9586
Epoch: 011, Loss: 0.9739, AUC: 0.9705, AP: 0.9583
Epoch: 012, Loss: 0.9693, AUC: 0.9736, AP: 0.9623
Epoch: 013, Loss: 0.9668, AUC: 0.9756, AP: 0.9650
Epoch: 014, Loss: 0.9645, AUC: 0.9752, AP: 0.9639
Epoch: 015, Loss: 0.9614, AUC: 0.9755, AP: 0.9642
Epoch: 016, Loss: 0.9615, AUC: 0.9779, AP: 0.9675
Epoch: 017, Loss: 0.9609, AUC: 0.9789, AP: 0.9702
Epoch: 018, Loss: 0.9575, AUC: 0.9787, AP: 0.9692
Epoch: 019, Loss: 0.9563, AUC: 0.9787, AP: 0.9692
Epoch: 020, Loss: 0.9547, AUC: 0.9772, AP: 0.9671
Epoch: 021, Loss: 0.9538, AUC: 0.9792, AP: 0.9694
Epoch: 022, Loss: 0.9537, AUC: 0.9789, AP: 0.9704
Epoch: 023, Loss: 0.9539, AUC: 0.9787, AP: 0.9701
Epoch: 024, Loss: 0.9538, AUC: 0.9799, AP: 0.9706
Epoch: 025, Loss: 0.9519, AUC: 0.9786, AP: 0.9693
