Epoch: 001, Loss: 5.6731, AUC: 0.7912, AP: 0.7635
Epoch: 002, Loss: 3.3923, AUC: 0.7885, AP: 0.7571
Epoch: 003, Loss: 3.3210, AUC: 0.7844, AP: 0.7515
Epoch: 004, Loss: 3.2861, AUC: 0.7916, AP: 0.7559
Epoch: 005, Loss: 3.2565, AUC: 0.7819, AP: 0.7287
Epoch: 006, Loss: 3.2397, AUC: 0.7966, AP: 0.7559
Epoch: 007, Loss: 3.2084, AUC: 0.7920, AP: 0.7437
Epoch: 008, Loss: 3.2080, AUC: 0.7926, AP: 0.7453
Epoch: 009, Loss: 3.1928, AUC: 0.7973, AP: 0.7542
Epoch: 010, Loss: 3.1863, AUC: 0.7969, AP: 0.7573
Epoch: 011, Loss: 3.1697, AUC: 0.7946, AP: 0.7458
Epoch: 012, Loss: 3.1601, AUC: 0.7958, AP: 0.7511
Epoch: 013, Loss: 3.1602, AUC: 0.7916, AP: 0.7446
Epoch: 014, Loss: 3.1611, AUC: 0.7913, AP: 0.7407
Epoch: 015, Loss: 3.1528, AUC: 0.7977, AP: 0.7508
Epoch: 016, Loss: 3.1380, AUC: 0.7986, AP: 0.7571
Epoch: 017, Loss: 3.1395, AUC: 0.7983, AP: 0.7574
Epoch: 018, Loss: 3.1332, AUC: 0.7984, AP: 0.7644
Epoch: 019, Loss: 3.1381, AUC: 0.7997, AP: 0.7604
Epoch: 020, Loss: 3.1205, AUC: 0.8003, AP: 0.7635
Epoch: 021, Loss: 3.1062, AUC: 0.8026, AP: 0.7639
Epoch: 022, Loss: 3.1137, AUC: 0.8060, AP: 0.7690
Epoch: 023, Loss: 3.1010, AUC: 0.8032, AP: 0.7613
Epoch: 024, Loss: 3.0938, AUC: 0.8063, AP: 0.7665
Epoch: 025, Loss: 3.0917, AUC: 0.8024, AP: 0.7697
