Epoch: 001, Loss: 0.6573, AUC: 0.9251, AP: 0.9079
Epoch: 002, Loss: 0.2500, AUC: 0.9519, AP: 0.9392
Epoch: 003, Loss: 0.2085, AUC: 0.9647, AP: 0.9527
Epoch: 004, Loss: 0.1831, AUC: 0.9652, AP: 0.9547
Epoch: 005, Loss: 0.1658, AUC: 0.9720, AP: 0.9632
Epoch: 006, Loss: 0.1523, AUC: 0.9743, AP: 0.9663
Epoch: 007, Loss: 0.1418, AUC: 0.9748, AP: 0.9668
Epoch: 008, Loss: 0.1325, AUC: 0.9764, AP: 0.9690
Epoch: 009, Loss: 0.1252, AUC: 0.9776, AP: 0.9708
Epoch: 010, Loss: 0.1199, AUC: 0.9762, AP: 0.9683
Epoch: 011, Loss: 0.1163, AUC: 0.9786, AP: 0.9719
Epoch: 012, Loss: 0.1122, AUC: 0.9774, AP: 0.9701
Epoch: 013, Loss: 0.1100, AUC: 0.9798, AP: 0.9735
Epoch: 014, Loss: 0.1071, AUC: 0.9804, AP: 0.9744
Epoch: 015, Loss: 0.1038, AUC: 0.9799, AP: 0.9730
Epoch: 016, Loss: 0.0999, AUC: 0.9803, AP: 0.9735
Epoch: 017, Loss: 0.0961, AUC: 0.9803, AP: 0.9732
Epoch: 018, Loss: 0.0955, AUC: 0.9794, AP: 0.9723
Epoch: 019, Loss: 0.0927, AUC: 0.9811, AP: 0.9744
Epoch: 020, Loss: 0.0914, AUC: 0.9815, AP: 0.9746
Epoch: 021, Loss: 0.0903, AUC: 0.9824, AP: 0.9763
Epoch: 022, Loss: 0.0879, AUC: 0.9812, AP: 0.9742
Epoch: 023, Loss: 0.0876, AUC: 0.9829, AP: 0.9766
Epoch: 024, Loss: 0.0845, AUC: 0.9834, AP: 0.9775
Epoch: 025, Loss: 0.0839, AUC: 0.9828, AP: 0.9765
