Epoch: 001, Loss: 6.0562, AUC: 0.7602, AP: 0.7331
Epoch: 002, Loss: 4.0255, AUC: 0.7728, AP: 0.7508
Epoch: 003, Loss: 3.9703, AUC: 0.7701, AP: 0.7460
Epoch: 004, Loss: 3.9491, AUC: 0.7707, AP: 0.7471
Epoch: 005, Loss: 3.9304, AUC: 0.7693, AP: 0.7428
Epoch: 006, Loss: 3.9182, AUC: 0.7717, AP: 0.7473
Epoch: 007, Loss: 3.9102, AUC: 0.7784, AP: 0.7557
Epoch: 008, Loss: 3.8886, AUC: 0.7778, AP: 0.7551
Epoch: 009, Loss: 3.8821, AUC: 0.7783, AP: 0.7556
Epoch: 010, Loss: 3.8681, AUC: 0.7774, AP: 0.7549
Epoch: 011, Loss: 3.8696, AUC: 0.7785, AP: 0.7561
Epoch: 012, Loss: 3.8630, AUC: 0.7804, AP: 0.7581
Epoch: 013, Loss: 3.8574, AUC: 0.7790, AP: 0.7562
Epoch: 014, Loss: 3.8536, AUC: 0.7847, AP: 0.7623
Epoch: 015, Loss: 3.8439, AUC: 0.7827, AP: 0.7597
Epoch: 016, Loss: 3.8433, AUC: 0.7824, AP: 0.7576
Epoch: 017, Loss: 3.8413, AUC: 0.7869, AP: 0.7637
Epoch: 018, Loss: 3.8350, AUC: 0.7845, AP: 0.7620
Epoch: 019, Loss: 3.8290, AUC: 0.7851, AP: 0.7629
Epoch: 020, Loss: 3.8236, AUC: 0.7863, AP: 0.7631
Epoch: 021, Loss: 3.8227, AUC: 0.7805, AP: 0.7550
Epoch: 022, Loss: 3.8129, AUC: 0.7861, AP: 0.7643
Epoch: 023, Loss: 3.8123, AUC: 0.7851, AP: 0.7622
Epoch: 024, Loss: 3.8158, AUC: 0.7876, AP: 0.7640
Epoch: 025, Loss: 3.8057, AUC: 0.7883, AP: 0.7654
