Epoch: 001, Loss: 4.3419, AUC: 0.7992, AP: 0.7644
Epoch: 002, Loss: 2.6584, AUC: 0.8076, AP: 0.7568
Epoch: 003, Loss: 2.5646, AUC: 0.7999, AP: 0.7467
Epoch: 004, Loss: 2.5386, AUC: 0.8148, AP: 0.7599
Epoch: 005, Loss: 2.5229, AUC: 0.8067, AP: 0.7551
Epoch: 006, Loss: 2.5176, AUC: 0.8091, AP: 0.7561
Epoch: 007, Loss: 2.4902, AUC: 0.8104, AP: 0.7565
Epoch: 008, Loss: 2.4773, AUC: 0.7951, AP: 0.7338
Epoch: 009, Loss: 2.4846, AUC: 0.8128, AP: 0.7588
Epoch: 010, Loss: 2.4667, AUC: 0.8118, AP: 0.7546
Epoch: 011, Loss: 2.4384, AUC: 0.8216, AP: 0.7731
Epoch: 012, Loss: 2.4606, AUC: 0.8279, AP: 0.7857
Epoch: 013, Loss: 2.4371, AUC: 0.8237, AP: 0.7709
Epoch: 014, Loss: 2.4306, AUC: 0.8194, AP: 0.7619
Epoch: 015, Loss: 2.4382, AUC: 0.8162, AP: 0.7598
Epoch: 016, Loss: 2.4189, AUC: 0.8139, AP: 0.7596
Epoch: 017, Loss: 2.4252, AUC: 0.8047, AP: 0.7423
Epoch: 018, Loss: 2.4238, AUC: 0.8208, AP: 0.7677
Epoch: 019, Loss: 2.4226, AUC: 0.8252, AP: 0.7673
Epoch: 020, Loss: 2.4048, AUC: 0.8252, AP: 0.7723
Epoch: 021, Loss: 2.4016, AUC: 0.8289, AP: 0.7780
Epoch: 022, Loss: 2.4035, AUC: 0.8266, AP: 0.7735
Epoch: 023, Loss: 2.4056, AUC: 0.8102, AP: 0.7513
Epoch: 024, Loss: 2.7059, AUC: 0.8211, AP: 0.7930
Epoch: 025, Loss: 2.7709, AUC: 0.8093, AP: 0.7566
