Epoch: 001, Loss: 1.4226, AUC: 0.9011, AP: 0.8748
Epoch: 002, Loss: 1.0114, AUC: 0.9357, AP: 0.9161
Epoch: 003, Loss: 0.9683, AUC: 0.9494, AP: 0.9317
Epoch: 004, Loss: 0.9471, AUC: 0.9526, AP: 0.9348
Epoch: 005, Loss: 0.9354, AUC: 0.9569, AP: 0.9414
Epoch: 006, Loss: 0.9239, AUC: 0.9601, AP: 0.9469
Epoch: 007, Loss: 0.9168, AUC: 0.9646, AP: 0.9514
Epoch: 008, Loss: 0.9126, AUC: 0.9667, AP: 0.9543
Epoch: 009, Loss: 0.9100, AUC: 0.9671, AP: 0.9554
Epoch: 010, Loss: 0.9064, AUC: 0.9670, AP: 0.9543
Epoch: 011, Loss: 0.9027, AUC: 0.9701, AP: 0.9582
Epoch: 012, Loss: 0.8975, AUC: 0.9721, AP: 0.9606
Epoch: 013, Loss: 0.8918, AUC: 0.9720, AP: 0.9602
Epoch: 014, Loss: 0.8908, AUC: 0.9717, AP: 0.9605
Epoch: 015, Loss: 0.8870, AUC: 0.9732, AP: 0.9614
Epoch: 016, Loss: 0.8855, AUC: 0.9735, AP: 0.9623
Epoch: 017, Loss: 0.8807, AUC: 0.9737, AP: 0.9627
Epoch: 018, Loss: 0.8804, AUC: 0.9747, AP: 0.9638
Epoch: 019, Loss: 0.8818, AUC: 0.9749, AP: 0.9640
Epoch: 020, Loss: 0.8778, AUC: 0.9751, AP: 0.9644
Epoch: 021, Loss: 0.8762, AUC: 0.9759, AP: 0.9654
Epoch: 022, Loss: 0.8772, AUC: 0.9750, AP: 0.9640
Epoch: 023, Loss: 0.8754, AUC: 0.9747, AP: 0.9640
Epoch: 024, Loss: 0.8753, AUC: 0.9762, AP: 0.9663
Epoch: 025, Loss: 0.8743, AUC: 0.9751, AP: 0.9640
