Epoch: 001, Loss: 7.1634, AUC: 0.5765, AP: 0.5771
Epoch: 002, Loss: 6.1026, AUC: 0.7931, AP: 0.7581
Epoch: 003, Loss: 3.2582, AUC: 0.7912, AP: 0.7453
Epoch: 004, Loss: 3.4054, AUC: 0.8279, AP: 0.7918
Epoch: 005, Loss: 3.1785, AUC: 0.8576, AP: 0.8040
Epoch: 006, Loss: 4.0334, AUC: 0.6947, AP: 0.6746
Epoch: 007, Loss: 6.4967, AUC: 0.7714, AP: 0.7309
Epoch: 008, Loss: 5.8765, AUC: 0.7777, AP: 0.7137
Epoch: 009, Loss: 3.5631, AUC: 0.7706, AP: 0.7366
Epoch: 010, Loss: 3.0308, AUC: 0.8347, AP: 0.7952
Epoch: 011, Loss: 2.8355, AUC: 0.8728, AP: 0.8265
Epoch: 012, Loss: 2.8567, AUC: 0.8555, AP: 0.7946
Epoch: 013, Loss: 2.8854, AUC: 0.8258, AP: 0.7906
Epoch: 014, Loss: 3.2847, AUC: 0.8013, AP: 0.7556
Epoch: 015, Loss: 3.7290, AUC: 0.7990, AP: 0.7464
Epoch: 016, Loss: 3.2502, AUC: 0.8420, AP: 0.7943
Epoch: 017, Loss: 3.0506, AUC: 0.8605, AP: 0.8150
Epoch: 018, Loss: 3.1365, AUC: 0.8355, AP: 0.7888
Epoch: 019, Loss: 2.9174, AUC: 0.8507, AP: 0.8083
Epoch: 020, Loss: 2.8678, AUC: 0.8645, AP: 0.8126
Epoch: 021, Loss: 2.7751, AUC: 0.8645, AP: 0.8220
Epoch: 022, Loss: 2.8783, AUC: 0.8742, AP: 0.8202
Epoch: 023, Loss: 2.6729, AUC: 0.8726, AP: 0.8276
Epoch: 024, Loss: 4.5687, AUC: 0.7819, AP: 0.7421
Epoch: 025, Loss: 4.4261, AUC: 0.8412, AP: 0.8068
