Epoch: 001, Loss: 1.4035, AUC: 0.9429, AP: 0.9285
Epoch: 002, Loss: 1.0341, AUC: 0.9571, AP: 0.9439
Epoch: 003, Loss: 1.0133, AUC: 0.9627, AP: 0.9504
Epoch: 004, Loss: 1.0008, AUC: 0.9687, AP: 0.9589
Epoch: 005, Loss: 0.9893, AUC: 0.9731, AP: 0.9650
Epoch: 006, Loss: 0.9807, AUC: 0.9743, AP: 0.9662
Epoch: 007, Loss: 0.9763, AUC: 0.9750, AP: 0.9662
Epoch: 008, Loss: 0.9734, AUC: 0.9741, AP: 0.9655
Epoch: 009, Loss: 0.9715, AUC: 0.9773, AP: 0.9694
Epoch: 010, Loss: 0.9695, AUC: 0.9776, AP: 0.9702
Epoch: 011, Loss: 0.9660, AUC: 0.9782, AP: 0.9710
Epoch: 012, Loss: 0.9656, AUC: 0.9785, AP: 0.9717
Epoch: 013, Loss: 0.9622, AUC: 0.9785, AP: 0.9717
Epoch: 014, Loss: 0.9603, AUC: 0.9794, AP: 0.9727
Epoch: 015, Loss: 0.9578, AUC: 0.9812, AP: 0.9752
Epoch: 016, Loss: 0.9569, AUC: 0.9812, AP: 0.9750
Epoch: 017, Loss: 0.9528, AUC: 0.9808, AP: 0.9744
Epoch: 018, Loss: 0.9510, AUC: 0.9819, AP: 0.9759
Epoch: 019, Loss: 0.9497, AUC: 0.9838, AP: 0.9788
Epoch: 020, Loss: 0.9493, AUC: 0.9835, AP: 0.9781
Epoch: 021, Loss: 0.9468, AUC: 0.9829, AP: 0.9773
Epoch: 022, Loss: 0.9455, AUC: 0.9829, AP: 0.9769
Epoch: 023, Loss: 0.9441, AUC: 0.9844, AP: 0.9794
Epoch: 024, Loss: 0.9435, AUC: 0.9847, AP: 0.9799
Epoch: 025, Loss: 0.9428, AUC: 0.9843, AP: 0.9790
