Epoch: 001, Loss: 1.3230, AUC: 0.9349, AP: 0.9121
Epoch: 002, Loss: 0.9716, AUC: 0.9501, AP: 0.9320
Epoch: 003, Loss: 0.9430, AUC: 0.9546, AP: 0.9379
Epoch: 004, Loss: 0.9309, AUC: 0.9607, AP: 0.9453
Epoch: 005, Loss: 0.9199, AUC: 0.9644, AP: 0.9513
Epoch: 006, Loss: 0.9182, AUC: 0.9670, AP: 0.9549
Epoch: 007, Loss: 0.9122, AUC: 0.9678, AP: 0.9558
Epoch: 008, Loss: 0.9056, AUC: 0.9696, AP: 0.9578
Epoch: 009, Loss: 0.8980, AUC: 0.9719, AP: 0.9600
Epoch: 010, Loss: 0.8967, AUC: 0.9719, AP: 0.9604
Epoch: 011, Loss: 0.8891, AUC: 0.9734, AP: 0.9621
Epoch: 012, Loss: 0.8858, AUC: 0.9719, AP: 0.9583
Epoch: 013, Loss: 0.8803, AUC: 0.9767, AP: 0.9661
Epoch: 014, Loss: 0.8806, AUC: 0.9758, AP: 0.9637
Epoch: 015, Loss: 0.8783, AUC: 0.9775, AP: 0.9672
Epoch: 016, Loss: 0.8771, AUC: 0.9796, AP: 0.9701
Epoch: 017, Loss: 0.8754, AUC: 0.9782, AP: 0.9677
Epoch: 018, Loss: 0.8723, AUC: 0.9783, AP: 0.9681
Epoch: 019, Loss: 0.8714, AUC: 0.9796, AP: 0.9694
Epoch: 020, Loss: 0.8699, AUC: 0.9802, AP: 0.9701
Epoch: 021, Loss: 0.8697, AUC: 0.9799, AP: 0.9702
Epoch: 022, Loss: 0.8673, AUC: 0.9795, AP: 0.9680
Epoch: 023, Loss: 0.8663, AUC: 0.9809, AP: 0.9701
Epoch: 024, Loss: 0.8644, AUC: 0.9816, AP: 0.9724
Epoch: 025, Loss: 0.8632, AUC: 0.9818, AP: 0.9726
