Epoch: 001, Loss: 1.6338, AUC: 0.8765, AP: 0.8427
Epoch: 002, Loss: 1.0772, AUC: 0.8873, AP: 0.8557
Epoch: 003, Loss: 1.0497, AUC: 0.9032, AP: 0.8753
Epoch: 004, Loss: 1.0298, AUC: 0.9068, AP: 0.8789
Epoch: 005, Loss: 1.0240, AUC: 0.9104, AP: 0.8844
Epoch: 006, Loss: 1.0168, AUC: 0.9152, AP: 0.8889
Epoch: 007, Loss: 1.0101, AUC: 0.9185, AP: 0.8949
Epoch: 008, Loss: 1.0043, AUC: 0.9173, AP: 0.8930
Epoch: 009, Loss: 1.0025, AUC: 0.9216, AP: 0.8979
Epoch: 010, Loss: 0.9985, AUC: 0.9229, AP: 0.9007
Epoch: 011, Loss: 0.9965, AUC: 0.9227, AP: 0.9010
Epoch: 012, Loss: 0.9952, AUC: 0.9235, AP: 0.9015
Epoch: 013, Loss: 0.9905, AUC: 0.9259, AP: 0.9038
Epoch: 014, Loss: 0.9915, AUC: 0.9275, AP: 0.9065
Epoch: 015, Loss: 0.9898, AUC: 0.9277, AP: 0.9061
Epoch: 016, Loss: 0.9892, AUC: 0.9285, AP: 0.9074
Epoch: 017, Loss: 0.9870, AUC: 0.9286, AP: 0.9069
Epoch: 018, Loss: 0.9856, AUC: 0.9281, AP: 0.9075
Epoch: 019, Loss: 0.9835, AUC: 0.9298, AP: 0.9094
Epoch: 020, Loss: 0.9841, AUC: 0.9309, AP: 0.9095
Epoch: 021, Loss: 0.9832, AUC: 0.9272, AP: 0.9061
Epoch: 022, Loss: 0.9835, AUC: 0.9288, AP: 0.9095
Epoch: 023, Loss: 0.9813, AUC: 0.9309, AP: 0.9114
Epoch: 024, Loss: 0.9811, AUC: 0.9279, AP: 0.9072
Epoch: 025, Loss: 0.9790, AUC: 0.9310, AP: 0.9116
